Timestamp,main_air_press,main_motor_curr,metal_oil_supply_press_contr,metal_oil_supply_press_cut,metal_temp_control,metal_temp_cut,oil_supply_press,output_count_sum,status,tongs_cast_curr,tongs_cast_set_freq,trans_pos_down,trans_pos_left,trans_pos_right,trans_pos_up,work_oil_supply_press
2022-05-12 20:02:16,2582.25,4765.0,280.913,235.791,,,476.194,122442.0,2.0,,,638.333,797.0,1729.55,948.39,1861.35
2022-05-12 20:02:17,2582.8,5171.0,281.8,228.6,,,473.9,122462.0,2.0,,,637.777,797.0,1730.5,948.1,1863.7
2022-05-12 20:02:18,2582.71,4109.0,282.777,237.333,,,477.444,122467.0,2.0,,,638.857,797.285,1729.5,948.0,1857.55
2022-05-12 20:02:19,2582.11,6168.0,275.0,233.333,,,478.4,122471.0,2.0,,,638.8,796.875,1729.2,948.8,1858.2
2022-05-12 20:02:20,2585.0,4044.0,279.7,235.0,,,465.3,122476.0,2.0,,,637.7,797.125,1730.11,947.333,1862.77
2022-05-12 20:02:21,2581.0,4612.0,295.111,237.571,,,476.666,122482.0,2.0,,,637.7,797.0,1729.7,947.9,1861.11
2022-05-12 20:02:22,2581.55,5153.0,278.9,232.4,,,472.555,122487.0,2.0,,,639.2,796.875,1730.0,948.7,1858.1
2022-05-12 20:02:23,2581.87,4125.0,290.0,234.2,,,473.3,122491.0,2.0,,,637.5,796.875,1729.14,947.0,1860.2
2022-05-12 20:02:24,2582.7,6018.0,281.5,234.9,,,471.222,122496.0,2.0,,,638.5,796.888,1729.57,948.2,1858.4
2022-05-12 20:02:25,2585.6,4048.0,279.6,230.111,,,458.9,122501.0,2.0,,,637.5,797.142,1729.62,947.5,1862.0
2022-05-12 20:02:26,2583.44,4734.0,281.666,237.9,,,478.0,122506.0,2.0,,,639.111,796.875,1729.4,949.0,1863.5
2022-05-12 20:02:27,2583.55,5142.0,281.4,235.5,,,473.0,122511.0,2.0,,,638.1,797.125,1730.12,947.7,1864.7
2022-05-12 20:02:28,2586.42,4133.0,285.333,234.777,,,477.8,122515.0,2.0,,,638.857,796.833,1729.5,948.666,1863.3
2022-05-12 20:02:29,2584.62,6088.0,268.666,242.25,,,474.777,122519.0,2.0,,,638.888,796.714,1730.0,949.25,1857.0
2022-05-12 20:02:30,2586.0,4047.0,279.6,234.8,,,468.2,122524.0,2.0,,,637.8,797.111,1729.85,947.5,1853.3
2022-05-12 20:02:31,2587.75,4866.0,284.666,237.7,,,480.8,122530.0,2.0,,,638.555,796.857,1729.5,948.111,1867.1
2022-05-12 20:02:32,2587.22,4417.0,279.4,237.1,,,472.444,122535.0,2.0,,,637.9,797.0,1730.0,947.5,1860.77
2022-05-12 20:02:33,2585.75,4143.0,286.5,246.3,,,476.0,122539.0,2.0,,,638.375,797.0,1729.6,947.888,1854.5
2022-05-12 20:02:34,2585.5,6072.0,278.9,229.4,,,478.8,122544.0,2.0,,,638.2,796.875,1730.0,948.0,1856.4
2022-05-12 20:02:35,2586.4,4035.0,283.5,229.777,,,473.0,122549.0,2.0,,,637.9,797.125,1729.33,947.8,1854.3
2022-05-12 20:02:36,2588.75,4990.0,286.1,233.6,,,474.4,122554.0,2.0,,,638.875,796.857,1729.75,949.0,1859.7
2022-05-12 20:02:37,2591.9,4482.0,280.111,233.4,,,467.4,122559.0,2.0,,,637.8,797.0,1730.0,947.4,1855.88
2022-05-12 20:02:38,2589.71,4147.0,280.5,233.625,,,472.857,122564.0,2.0,,,638.625,797.0,1729.66,948.888,1861.87
2022-05-12 20:02:39,2592.4,5956.0,275.9,232.0,,,475.0,122569.0,2.0,,,638.666,797.0,1730.14,948.333,1862.2
2022-05-12 20:02:40,2587.55,4044.0,276.875,244.333,,,474.5,122573.0,2.0,,,638.285,797.142,1729.4,948.285,1853.0
2022-05-12 20:02:41,2590.83,5676.0,288.6,236.4,,,474.8,122578.0,2.0,,,639.0,796.857,1729.5,948.8,1858.11
2022-05-12 20:02:42,2592.11,4632.0,279.2,232.125,,,474.7,122583.0,2.0,,,637.4,797.111,1730.3,947.5,1854.8
2022-05-12 20:02:43,2591.0,4168.0,283.6,238.555,,,472.666,122587.0,2.0,,,639.333,796.857,1729.83,948.6,1860.3
2022-05-12 20:02:44,2591.66,5981.0,278.6,239.8,,,477.3,122592.0,2.0,,,638.1,796.75,1730.0,948.0,1852.0
2022-05-12 20:02:45,2595.33,4039.0,279.666,231.6,,,472.1,122597.0,2.0,,,637.6,797.125,1729.28,947.888,1861.9
2022-05-12 20:02:46,2592.4,5610.0,282.222,230.222,,,475.777,122602.0,2.0,,,638.6,796.75,1729.7,949.0,1859.3
2022-05-12 20:02:47,2593.44,4432.0,296.444,227.444,,,480.333,122607.0,2.0,,,637.888,797.125,1730.14,947.555,1860.66
2022-05-12 20:02:48,2593.2,4166.0,278.8,236.9,,,470.8,122612.0,2.0,,,638.666,796.857,1729.12,948.555,1849.22
2022-05-12 20:02:49,2592.87,5604.0,284.2,229.5,,,481.5,122617.0,2.0,,,637.888,797.125,1730.0,947.555,1862.75
2022-05-12 20:02:50,2593.12,4031.0,279.4,239.8,,,471.9,122621.0,2.0,,,638.7,796.888,1729.71,948.8,1849.75
2022-05-12 20:02:51,2592.75,5710.0,286.777,234.333,,,483.875,122626.0,2.0,,,638.375,797.0,1730.0,948.25,1863.33
2022-05-12 20:02:52,2592.9,4455.0,281.9,235.222,,,479.4,122631.0,2.0,,,637.666,797.285,1729.88,947.5,1857.7
2022-05-12 20:02:53,2593.5,4220.0,279.8,228.222,,,471.0,122635.0,2.0,,,638.7,796.888,1729.6,948.6,1855.0
2022-05-12 20:02:54,2592.85,5558.0,289.9,232.8,,,476.6,122640.0,2.0,,,640.142,797.0,1729.77,949.0,1864.0
2022-05-12 20:02:55,2591.1,4039.0,279.5,238.1,,,482.8,122645.0,2.0,,,637.2,797.0,1729.75,947.444,1859.5
2022-05-12 20:02:56,2593.14,5778.0,288.571,241.5,,,464.625,122650.0,2.0,,,638.5,796.857,1729.25,948.6,1861.62
2022-05-12 20:02:57,2590.6,4422.0,284.9,228.333,,,473.6,122655.0,2.0,,,638.666,796.857,1729.9,948.333,1862.77
2022-05-12 20:02:58,2589.9,4115.0,282.375,238.111,,,474.4,122659.0,2.0,,,637.777,797.125,1729.4,947.666,1861.11
2022-05-12 20:02:59,2592.22,5660.0,284.0,236.8,,,482.2,122664.0,2.0,,,638.375,797.333,1729.88,948.125,1855.2
2022-05-12 20:03:00,2590.44,4064.0,274.888,235.4,,,478.1,122669.0,2.0,,,638.111,796.857,1729.87,948.222,1861.44
2022-05-12 20:03:01,2590.6,5752.0,280.5,220.666,,,466.7,122674.0,2.0,,,638.9,797.0,1729.5,948.6,1850.7
2022-05-12 20:03:02,2591.2,4125.0,291.3,240.0,,,476.6,122679.0,2.0,,,637.444,797.142,1730.12,947.5,1859.3
2022-05-12 20:03:03,2592.85,4177.0,284.125,242.222,,,480.111,122683.0,2.0,,,638.222,797.0,1729.4,948.111,1849.44
2022-05-12 20:03:04,2591.2,5432.0,277.0,238.222,,,6962.0,122688.0,2.0,,,639.0,796.857,1729.66,948.888,1866.4
2022-05-12 20:03:05,2589.55,4083.0,276.2,232.1,,,477.5,122693.0,2.0,,,637.0,797.125,1729.77,948.0,1854.2
2022-05-12 20:03:06,2592.77,6161.0,276.2,234.4,,,471.2,122698.0,2.0,,,639.5,796.714,1729.85,948.777,1859.3
2022-05-12 20:03:07,2594.1,4120.0,281.7,238.9,,,477.1,122703.0,2.0,,,637.555,797.0,1729.57,947.75,1868.5
2022-05-12 20:03:08,2589.44,4128.0,277.3,227.111,,,477.1,122707.0,2.0,,,638.8,796.888,1729.12,948.5,1862.2
2022-05-12 20:03:09,2587.11,5536.0,277.8,234.555,,,471.1,122712.0,2.0,,,638.0,797.0,1730.28,948.1,1859.2
2022-05-12 20:03:10,2585.44,4152.0,277.8,234.5,,,486.6,122717.0,2.0,,,638.222,797.0,1729.33,948.333,1860.2
2022-05-12 20:03:11,2588.2,6159.0,275.6,235.3,,,477.1,122722.0,2.0,,,638.6,797.0,1729.85,948.5,1855.7
2022-05-12 20:03:12,2579.9,4112.0,274.8,233.9,,,470.888,122727.0,2.0,,,637.666,797.0,1729.87,947.5,1858.2
2022-05-12 20:03:13,2584.3,4102.0,282.7,240.6,,,469.1,122732.0,2.0,,,638.7,796.875,1729.28,948.8,1856.9
2022-05-12 20:03:14,2581.83,5536.0,277.857,223.571,,,470.6,122737.0,2.0,,,638.555,797.0,1729.71,948.444,1861.16
2022-05-12 20:03:15,2585.77,4131.0,272.8,237.0,,,474.1,122741.0,2.0,,,637.875,797.142,1729.77,947.0,1859.4
2022-05-12 20:03:16,2584.77,6130.0,281.1,233.9,,,476.8,122746.0,2.0,,,639.111,796.875,1729.71,948.777,1860.2
2022-05-12 20:03:17,2585.22,4106.0,279.0,236.3,,,463.7,122751.0,2.0,,,637.6,797.0,1730.12,947.111,1860.8
2022-05-12 20:03:18,2587.14,4142.0,281.4,235.3,,,482.555,122755.0,2.0,,,638.7,796.75,1729.55,949.111,1858.9
2022-05-12 20:03:19,2587.22,4781.0,281.7,231.1,,,463.9,122760.0,2.0,,,638.1,797.1,1730.0,947.8,1862.66
2022-05-12 20:03:20,2587.25,4163.0,276.6,240.4,,,479.5,122765.0,2.0,,,638.125,796.714,1729.44,948.857,1863.1
2022-05-12 20:03:21,2594.0,6072.0,274.222,7482.44,,,471.25,122770.0,2.0,,,638.4,796.888,1730.22,948.2,1870.25
2022-05-12 20:03:22,2583.77,4127.0,273.888,239.777,,,482.0,122775.0,2.0,,,637.6,797.125,1729.37,947.7,1857.33
2022-05-12 20:03:23,2588.33,5314.0,283.3,245.1,,,477.7,122780.0,2.0,,,638.333,796.777,1729.6,948.0,1862.1
2022-05-12 20:03:24,2588.11,4683.0,271.333,237.777,,,474.222,122785.0,2.0,,,638.0,797.142,1729.33,947.875,1854.11
2022-05-12 20:03:25,2587.77,4131.0,287.444,232.0,,,474.636,122790.0,2.0,,,639.285,797.0,1729.88,947.5,1866.81
2022-05-12 20:03:26,2588.37,6152.0,280.727,244.545,,,470.625,122795.0,2.0,,,638.272,796.875,1729.66,948.6,1856.33
2022-05-12 20:03:27,2586.16,4020.0,273.6,234.4,,,469.5,122799.0,2.0,,,637.9,797.0,1730.11,947.7,1858.9
2022-05-12 20:03:28,2588.7,5475.0,279.555,244.2,,,477.6,122804.0,2.0,,,639.111,796.625,1729.5,948.8,1858.7
2022-05-12 20:03:29,2588.22,4750.0,281.2,230.1,,,468.1,122809.0,2.0,,,637.9,797.1,1730.12,947.4,1860.3
2022-05-12 20:03:30,2589.71,4131.0,279.888,242.777,,,465.777,122814.0,2.0,,,639.285,796.857,1729.4,948.5,1861.11
2022-05-12 20:03:31,2591.1,5783.0,278.888,234.2,,,467.5,122819.0,2.0,,,638.7,797.0,1729.75,948.1,1862.33
2022-05-12 20:03:32,2589.11,4023.0,294.9,234.0,,,466.222,122823.0,2.0,,,639.222,796.875,1729.0,949.0,1868.22
2022-05-12 20:03:33,2592.62,5296.0,278.0,232.7,,,479.333,122828.0,2.0,,,639.125,796.857,1730.0,948.875,1862.3
2022-05-12 20:03:34,2588.1,4797.0,276.6,239.6,,,472.1,122833.0,2.0,,,637.8,797.111,1729.66,947.6,1855.66
2022-05-12 20:03:35,2588.57,4172.0,278.111,241.444,,,467.777,122837.0,2.0,,,639.142,796.857,1729.62,949.25,1863.11
2022-05-12 20:03:36,2590.5,5723.0,284.2,234.8,,,475.444,122842.0,2.0,,,638.666,796.75,1730.0,947.444,1866.2
2022-05-12 20:03:37,2594.44,4010.0,276.6,233.0,,,471.625,122847.0,2.0,,,637.4,797.0,1729.33,947.4,1865.9
2022-05-12 20:03:38,2588.0,5369.0,276.444,231.111,,,476.0,122852.0,2.0,,,638.875,796.5,1729.37,948.25,1857.88
2022-05-12 20:03:39,2593.14,4804.0,276.25,232.5,,,469.0,122857.0,2.0,,,638.6,796.888,1729.77,948.4,1856.57
2022-05-12 20:03:40,2587.4,4120.0,278.111,237.9,,,464.9,122861.0,2.0,,,638.111,797.142,1729.88,947.6,1864.0
2022-05-12 20:03:41,2597.62,5778.0,273.8,232.444,,,472.8,122866.0,2.0,,,639.25,796.428,1729.33,949.25,1855.1
2022-05-12 20:03:42,2590.44,4012.0,278.2,230.0,,,472.7,122871.0,2.0,,,638.0,797.125,1729.66,947.8,1860.4
2022-05-12 20:03:43,2592.33,5396.0,283.1,234.8,,,469.4,122876.0,2.0,,,638.8,796.75,1729.62,948.6,1845.5
2022-05-12 20:03:44,2591.57,4296.0,269.3,233.1,,,473.444,122881.0,2.0,,,637.888,797.125,1729.62,947.444,1856.6
2022-05-12 20:03:45,2589.5,4125.0,270.4,233.888,,,475.1,122885.0,2.0,,,638.9,796.875,1729.71,948.5,1854.6
2022-05-12 20:03:46,2591.77,5790.0,281.555,221.25,,,477.5,122890.0,2.0,,,639.375,797.0,1729.55,949.0,1858.33
2022-05-12 20:03:47,2592.5,4015.0,277.9,232.333,,,479.222,122895.0,2.0,,,637.2,796.888,1729.57,947.555,1856.4
2022-05-12 20:03:48,2591.9,6032.0,281.444,232.333,,,469.2,122900.0,2.0,,,638.5,796.714,1729.42,948.4,1855.5
2022-05-12 20:03:49,2591.4,4241.0,282.7,236.777,,,475.888,122905.0,2.0,,,638.777,796.75,1730.0,948.0,1868.2
2022-05-12 20:03:50,2594.22,4090.0,267.1,235.6,,,476.3,122909.0,2.0,,,638.777,797.125,1729.5,948.0,1859.66
2022-05-12 20:03:51,2591.55,5864.0,269.2,239.888,,,475.8,122914.0,2.0,,,638.25,797.0,1729.7,948.375,1868.7
2022-05-12 20:03:52,2590.3,4013.0,283.6,232.9,,,474.3,122919.0,2.0,,,637.7,796.888,1729.33,947.7,1854.9
2022-05-12 20:03:53,2591.25,6054.0,284.0,232.3,,,466.5,122924.0,2.0,,,638.9,796.5,1729.5,948.7,1858.0
2022-05-12 20:03:54,2591.22,4242.0,293.2,237.7,,,473.9,122929.0,2.0,,,637.666,797.0,1730.0,947.444,1852.1
2022-05-12 20:03:55,2592.22,4118.0,281.333,238.7,,,466.3,122933.0,2.0,,,638.8,796.9,1729.85,948.7,1858.6
2022-05-12 20:03:56,2592.5,5715.0,279.5,230.7,,,480.2,122938.0,2.0,,,638.375,797.0,1729.7,948.555,1855.62
2022-05-12 20:03:57,2593.0,4147.0,279.875,242.0,,,482.166,122943.0,2.0,,,638.125,796.875,1729.83,948.0,1861.12
2022-05-12 20:03:58,2593.0,6130.0,280.8,231.8,,,468.0,122948.0,2.0,,,639.333,796.714,1730.0,949.0,1858.7
2022-05-12 20:03:59,2594.1,4215.0,280.3,235.5,,,475.8,122953.0,2.0,,,638.0,797.142,1729.85,947.888,1868.4
2022-05-12 20:04:00,2592.2,4093.0,283.2,229.9,,,471.8,122957.0,2.0,,,638.8,796.875,1729.25,948.6,1861.1
2022-05-12 20:04:01,2590.37,5168.0,287.8,237.9,,,473.0,122962.0,2.0,,,638.888,797.0,1730.44,947.666,1859.88
2022-05-12 20:04:02,2593.8,4127.0,276.555,234.4,,,478.4,122967.0,2.0,,,638.111,796.777,1729.7,947.7,1875.4
2022-05-12 20:04:03,2593.44,6190.0,282.0,236.7,,,468.4,122972.0,2.0,,,638.9,797.0,1730.11,948.6,1870.3
2022-05-12 20:04:04,2594.33,4241.0,279.0,236.6,,,475.777,122977.0,2.0,,,637.4,796.833,1729.66,947.666,1861.33
2022-05-12 20:04:05,2596.22,4839.0,273.555,238.571,,,462.666,122982.0,2.0,,,638.8,796.875,1729.5,948.5,1860.22
2022-05-12 20:04:06,2592.88,5110.0,286.1,233.6,,,471.0,122987.0,2.0,,,638.375,797.125,1729.66,948.666,1859.66
2022-05-12 20:04:07,2599.88,4099.0,279.25,236.666,,,479.777,122991.0,2.0,,,638.555,796.714,1729.71,948.333,1861.22
2022-05-12 20:04:08,2594.4,6205.0,279.9,235.9,,,463.3,122996.0,2.0,,,638.6,796.888,1729.42,948.5,1862.0
2022-05-12 20:04:09,2596.42,4038.0,282.2,235.7,,,470.5,123001.0,2.0,,,637.666,797.0,1729.8,947.5,1856.5
2022-05-12 20:04:10,2594.9,4763.0,281.8,229.555,,,475.5,123005.0,2.0,,,638.7,796.666,1729.33,948.6,1864.55
2022-05-12 20:04:11,2594.7,5120.0,279.9,236.2,,,475.2,123010.0,2.0,,,638.4,797.0,1729.85,948.0,1859.7
2022-05-12 20:04:12,2593.55,4106.0,275.4,236.1,,,477.8,123015.0,2.0,,,638.625,796.875,1729.28,947.9,1866.11
2022-05-12 20:04:13,2593.37,6050.0,284.625,210.75,,,471.555,123020.0,2.0,,,639.222,796.875,1729.88,949.625,1861.22
2022-05-12 20:04:14,2580.6,,282.2,235.25,,,467.4,123024.0,2.0,,,638.4,796.666,1730.0,948.2,1851.75
2022-05-12 20:04:15,2586.23,4356.5,280.533,235.812,,,476.0,123029.0,2.0,,,639.076,796.636,1729.75,948.923,1858.6
2022-05-12 20:04:16,2587.37,5183.0,284.111,233.5,,,475.5,123035.0,2.0,,,637.818,797.125,1729.71,947.545,1854.0
2022-05-12 20:04:17,2587.9,4108.0,283.7,235.8,,,476.1,123040.0,2.0,,,638.0,796.857,1729.66,948.875,1857.77
2022-05-12 20:04:18,2586.37,6073.0,274.142,236.875,,,476.5,123044.0,2.0,,,638.444,797.0,1729.57,948.444,1857.25
2022-05-12 20:04:19,2581.8,4052.0,279.3,232.666,,,469.2,123048.0,2.0,,,637.9,796.857,1729.87,947.7,1861.7
2022-05-12 20:04:20,2586.66,4766.0,281.333,241.3,,,470.4,123053.0,2.0,,,638.0,796.875,1729.12,948.1,1856.0
2022-05-12 20:04:21,2584.88,5061.0,280.2,236.8,,,457.7,123058.0,2.0,,,638.9,797.0,1729.83,948.5,1861.9
2022-05-12 20:04:22,2586.75,4136.0,291.222,237.125,,,482.222,123063.0,2.0,,,638.222,797.142,1730.11,948.0,1859.44
2022-05-12 20:04:23,2587.11,6022.0,272.777,231.444,,,462.333,123068.0,2.0,,,638.5,796.625,1729.33,948.4,1861.44
2022-05-12 20:04:24,2584.77,4054.0,276.0,234.2,,,465.444,123073.0,2.0,,,638.555,797.0,1730.14,948.222,1858.8
2022-05-12 20:04:25,2585.6,4853.0,292.8,239.1,,,481.8,123078.0,2.0,,,638.8,796.714,1729.62,948.75,1861.44
2022-05-12 20:04:26,2585.77,4454.0,279.6,232.5,,,476.1,123083.0,2.0,,,637.7,797.111,1729.66,947.5,1860.9
2022-05-12 20:04:27,2585.11,4156.0,276.5,235.111,,,469.3,123087.0,2.0,,,638.75,796.857,1729.33,948.888,1854.7
2022-05-12 20:04:28,2582.55,5913.0,281.3,233.9,,,467.2,123092.0,2.0,,,638.1,797.0,1729.87,948.1,1858.88
2022-05-12 20:04:29,2585.42,4031.0,279.9,235.5,,,468.111,123097.0,2.0,,,637.7,797.111,1729.16,947.8,1855.1
2022-05-12 20:04:30,2584.66,5746.0,279.888,236.75,,,478.555,123101.0,2.0,,,638.625,796.857,1730.16,948.222,1858.22
2022-05-12 20:04:31,2580.4,4505.0,276.8,230.9,,,467.4,123106.0,2.0,,,638.6,797.0,1730.22,948.2,1861.2
2022-05-12 20:04:32,2582.66,4185.0,278.1,237.9,,,470.0,123111.0,2.0,,,638.222,797.142,1729.4,948.0,1854.6
2022-05-12 20:04:33,2586.75,5978.0,283.3,237.3,,,470.666,123116.0,2.0,,,638.888,796.666,1730.0,948.571,1857.7
2022-05-12 20:04:34,2589.22,4032.0,279.8,239.7,,,469.5,123121.0,2.0,,,638.444,796.833,1729.83,948.222,1860.4
2022-05-12 20:04:35,2585.62,5699.0,281.0,232.8,,,476.6,123126.0,2.0,,,638.8,796.75,1729.44,948.222,1847.11
2022-05-12 20:04:36,2586.6,4480.0,280.3,221.222,,,472.1,123131.0,2.0,,,637.5,797.125,1730.42,947.555,1861.7
2022-05-12 20:04:37,2585.87,4198.0,274.6,233.6,,,468.5,123135.0,2.0,,,639.222,796.875,1729.25,948.6,1856.9
2022-05-12 20:04:38,2584.2,6023.0,281.8,232.1,,,468.8,123140.0,2.0,,,638.125,796.75,1730.0,948.0,1851.88
2022-05-12 20:04:39,2586.77,4032.0,278.5,231.8,,,470.4,123145.0,2.0,,,637.9,797.0,1729.25,947.6,1864.4
2022-05-12 20:04:40,2586.0,5574.0,286.875,237.428,,,479.857,123150.0,2.0,,,638.7,796.571,1729.77,948.6,1865.12
2022-05-12 20:04:41,2587.33,4403.0,281.0,234.333,,,476.125,123155.0,2.0,,,637.875,797.142,1729.77,947.75,1852.44
2022-05-12 20:04:42,2586.77,4166.0,275.333,235.1,,,469.0,123159.0,2.0,,,638.777,796.833,1729.28,948.444,1860.4
2022-05-12 20:04:43,2587.5,5651.0,283.7,225.0,,,474.7,123164.0,2.0,,,638.888,797.0,1729.9,949.0,1863.2
2022-05-12 20:04:44,2586.11,4035.0,284.111,234.888,,,470.555,123169.0,2.0,,,637.7,796.888,1729.4,947.5,1859.1
2022-05-12 20:04:45,2588.3,5752.0,279.0,238.6,,,472.2,123174.0,2.0,,,638.9,796.875,1729.37,948.111,1861.8
2022-05-12 20:04:46,2587.2,4451.0,289.6,231.5,,,468.8,123179.0,2.0,,,637.1,796.875,1730.0,947.444,1842.22
2022-05-12 20:04:47,2588.7,4133.0,281.5,235.2,,,482.8,123183.0,2.0,,,639.0,796.888,1729.14,948.5,1855.7
2022-05-12 20:04:48,2590.57,5549.0,283.555,234.333,,,468.5,123188.0,2.0,,,637.888,797.0,1729.6,948.25,1858.2
2022-05-12 20:04:49,2579.3,4086.0,286.4,234.777,,,472.4,123193.0,2.0,,,637.7,797.0,1729.75,948.111,1871.5
2022-05-12 20:04:50,2588.0,5869.0,282.7,238.9,,,473.8,123198.0,2.0,,,638.5,796.875,1730.11,948.0,1866.5
2022-05-12 20:04:51,2588.77,4118.0,286.444,237.888,,,473.444,123203.0,2.0,,,638.25,797.142,1729.75,948.0,1855.55
2022-05-12 20:04:52,2589.66,4115.0,278.111,235.8,,,471.1,123207.0,2.0,,,638.9,796.875,1729.77,948.5,1850.1
2022-05-12 20:04:53,2589.0,5460.0,279.333,234.444,,,467.8,123212.0,2.0,,,638.375,797.0,1729.77,948.444,1858.5
2022-05-12 20:04:54,2589.62,4085.0,282.3,239.3,,,471.7,123217.0,2.0,,,638.111,797.0,1729.88,948.625,1862.4
2022-05-12 20:04:55,2589.11,6187.0,275.7,235.7,,,467.0,123222.0,2.0,,,638.8,797.0,1730.16,948.2,1859.0
2022-05-12 20:04:56,2588.8,4120.0,292.444,236.1,,,473.125,123227.0,2.0,,,637.444,797.142,1730.0,946.888,1856.33
2022-05-12 20:04:57,2589.62,4085.0,283.222,233.222,,,464.555,123232.0,2.0,,,638.8,796.875,1730.0,948.5,1857.22
2022-05-12 20:04:58,2590.11,5514.0,276.8,238.6,,,474.2,123237.0,2.0,,,638.25,797.166,1730.0,947.555,1871.8
2022-05-12 20:04:59,2591.88,4052.0,270.0,235.0,,,468.2,123241.0,2.0,,,640.25,796.571,1729.11,949.333,1856.55
2022-05-12 20:05:00,2589.5,6240.0,280.8,233.888,,,460.4,123246.0,2.0,,,638.333,797.0,1730.42,947.6,1865.5
2022-05-12 20:05:01,2591.11,4101.0,275.111,239.0,,,488.444,123251.0,2.0,,,637.666,797.0,1729.55,948.125,1854.0
2022-05-12 20:05:02,2592.0,4133.0,278.6,234.7,,,473.7,123255.0,2.0,,,638.8,797.111,1729.28,948.5,1858.44
2022-05-12 20:05:03,2591.11,5498.0,285.444,232.222,,,475.222,123260.0,2.0,,,638.555,796.857,1729.62,948.222,1855.42
2022-05-12 20:05:04,2593.0,4147.0,278.6,239.7,,,472.3,123265.0,2.0,,,637.666,797.142,1730.28,947.875,1870.3
2022-05-12 20:05:05,2591.44,6057.0,277.9,227.1,,,467.6,123270.0,2.0,,,638.7,796.666,1730.0,948.8,1852.1
2022-05-12 20:05:06,2592.87,4121.0,278.0,230.444,,,468.833,123275.0,2.0,,,637.666,797.0,1730.0,948.1,1856.66
2022-05-12 20:05:07,2588.5,4128.0,280.0,234.8,,,484.1,123280.0,2.0,,,638.111,797.142,1729.66,947.9,1863.8
2022-05-12 20:05:08,2589.25,4723.0,278.9,238.1,,,461.5,123285.0,2.0,,,639.0,796.875,1730.0,948.5,1857.2
2022-05-12 20:05:09,2585.0,4161.0,294.4,232.3,,,474.555,123289.0,2.0,,,638.444,797.0,1729.62,948.0,1859.3
2022-05-12 20:05:10,2587.75,6070.0,275.2,239.5,,,469.8,123294.0,2.0,,,638.6,797.0,1730.12,948.2,1854.88
2022-05-12 20:05:11,2588.3,4112.0,281.7,234.9,,,479.1,123299.0,2.0,,,637.6,797.142,1729.71,947.0,1860.4
